,MSSubClass,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,ExterCond,CentralAir,YrSold,price_bracket
532,0,417,7,0,2,4,5,58,4,1,1,1
533,0,213,12,0,2,5,5,60,4,1,0,1
534,5,480,12,0,5,5,5,65,4,1,1,1
535,11,80,5,4,2,5,4,105,4,1,2,1
536,1,132,9,0,2,5,7,34,2,1,2,1
537,0,492,7,0,2,4,5,57,4,1,4,1
538,6,227,6,0,5,5,6,45,4,1,3,1
539,6,359,3,0,5,5,6,19,4,1,1,1
540,0,378,5,0,2,4,6,78,4,1,3,1
541,10,651,7,2,2,4,4,88,4,1,3,1
542,5,985,14,0,5,6,6,78,4,1,0,2
543,3,95,9,0,1,4,5,44,4,0,1,0
544,6,202,18,0,5,6,8,39,2,1,3,1
545,0,830,12,0,2,4,5,72,4,1,4,1
546,0,809,12,0,2,4,4,61,4,1,1,1
547,4,651,17,0,0,4,5,19,2,1,4,1
548,5,750,15,0,5,7,6,100,4,1,4,2
549,11,837,16,4,2,7,4,104,4,1,2,2
550,0,1000,12,0,2,5,4,61,4,1,3,1
551,12,20,21,3,5,6,4,100,4,1,2,1
552,11,165,16,4,2,6,4,106,4,1,0,2
553,0,353,21,0,2,6,4,108,4,1,2,2
554,6,234,6,0,5,6,5,24,4,1,0,2
555,4,145,3,0,0,4,6,34,4,1,2,1
556,6,747,17,0,5,6,6,2,4,0,3,2
557,1,147,18,0,2,5,4,34,4,0,2,0
558,5,1056,4,0,5,5,4,93,4,1,1,2
559,5,537,5,0,5,6,4,108,4,1,1,3
560,4,479,12,0,0,4,4,44,4,1,1,1
561,12,13,10,4,5,3,4,74,4,1,4,0
562,10,345,12,2,2,2,3,50,4,0,0,0
563,4,1062,4,0,0,5,6,59,4,1,1,2
564,0,841,12,0,2,3,4,73,4,1,2,1
565,10,466,11,2,5,5,4,72,4,1,4,1
566,6,420,7,0,5,3,4,43,4,1,3,1
567,5,851,14,0,5,5,5,73,4,1,3,1
568,12,12,2,3,5,5,4,74,4,1,0,0
569,1,307,7,0,2,2,2,18,4,0,2,0
570,4,484,7,0,0,5,3,55,4,1,0,1
571,11,53,0,4,2,6,4,108,4,1,3,1
572,11,200,20,4,2,5,4,85,4,1,4,1
573,10,183,20,2,2,4,4,80,1,1,3,1
574,0,510,12,0,2,4,4,72,4,1,1,1
575,5,403,14,0,5,7,8,77,2,1,2,2
576,7,1030,17,0,3,9,8,6,2,1,0,4
577,0,877,16,0,2,9,4,104,4,1,3,3
578,4,135,3,0,0,5,6,33,4,1,2,1
579,0,938,23,0,2,8,4,107,4,1,3,3
580,0,212,5,0,2,6,4,108,4,1,3,1
581,0,813,16,0,2,8,4,104,4,1,0,3
582,0,315,7,0,2,4,4,55,4,1,0,0
583,0,135,17,1,2,3,3,54,4,0,3,0
584,12,8,2,3,5,5,4,74,4,1,1,1
585,4,993,4,0,0,3,3,60,4,1,2,1
586,0,716,16,0,2,7,4,105,4,1,3,2
587,8,752,19,0,7,4,5,67,4,1,0,1
588,3,498,12,0,1,4,6,50,4,1,1,1
589,0,321,11,0,2,4,4,108,4,1,1,1
590,4,323,7,0,0,4,2,14,1,1,0,0
591,0,541,19,0,2,4,5,62,4,1,3,1
592,5,919,23,0,5,7,4,103,4,1,4,2
593,11,265,20,4,2,5,4,80,4,1,4,0
594,12,22,13,4,5,5,4,75,4,1,3,1
595,12,14,10,3,5,3,4,71,4,1,1,0
596,5,259,19,0,5,5,6,79,4,1,0,1
597,4,702,4,0,0,3,4,58,4,1,3,1
598,0,902,23,0,2,5,5,88,4,1,0,1
599,10,179,17,2,6,5,4,81,4,1,4,1
600,0,947,8,0,2,6,4,107,4,1,0,2
601,5,608,14,0,5,6,5,77,4,1,2,2
602,4,127,17,0,5,2,5,19,2,0,4,1
603,5,302,5,0,5,6,4,104,4,1,1,2
604,0,934,8,0,2,6,4,105,4,1,1,2
605,5,738,12,0,5,4,4,70,4,1,1,1
606,0,502,14,0,2,5,4,78,4,1,3,1
607,5,511,12,0,5,5,7,65,4,1,1,1
608,5,652,8,0,5,6,4,95,4,1,2,1
609,4,673,9,0,0,3,5,24,4,1,0,1
610,0,552,5,0,2,6,4,106,4,1,0,2
611,10,345,12,2,2,2,3,51,4,0,3,0
612,5,821,22,0,5,7,4,107,4,1,0,3
613,5,708,23,0,5,6,4,103,4,1,4,2
614,5,690,22,0,5,8,4,106,4,1,2,3
615,4,134,17,0,0,2,5,14,4,0,3,0
616,11,107,22,4,2,7,4,101,4,1,1,2
617,0,327,19,0,2,4,7,66,2,1,4,1
618,12,22,13,4,5,5,5,77,4,1,1,1
619,5,305,8,0,5,6,4,105,4,1,1,1
620,0,962,6,0,2,6,7,60,4,1,4,2
621,11,81,5,4,2,5,4,105,4,1,0,1
622,11,211,16,4,2,8,4,106,4,1,1,2
623,0,907,16,0,2,9,4,107,4,1,0,4
624,4,230,6,0,0,5,5,32,4,1,3,1
625,11,118,6,4,2,7,4,109,4,1,2,3
626,12,21,13,3,5,5,5,79,4,1,3,1
627,6,882,3,0,5,5,5,23,4,1,1,1
628,0,422,5,0,2,6,4,105,4,1,0,2
629,4,145,3,0,0,5,5,35,4,1,1,1
630,5,937,21,0,5,5,4,108,4,1,2,2
631,0,612,12,0,2,5,4,72,4,1,1,1
632,4,135,3,0,0,5,5,42,1,1,3,1
633,1,172,3,0,2,4,4,28,4,1,3,1
634,1,224,3,0,2,3,4,44,4,1,0,1
635,0,555,11,0,2,5,5,78,4,1,2,1
636,0,316,12,0,2,4,6,60,4,1,1,1
637,0,450,5,0,2,4,6,78,4,1,3,1
638,3,139,3,0,1,4,5,28,4,1,2,1
639,4,751,7,0,0,4,5,47,4,1,2,1
640,6,337,9,0,5,3,3,24,1,0,2,0
641,12,43,21,4,5,5,4,100,4,1,3,1
642,0,557,14,0,2,5,5,75,4,1,0,1
643,0,1047,6,0,2,5,2,58,4,1,1,2
644,1,145,9,0,0,3,4,29,4,1,3,1
645,12,11,1,3,5,5,5,81,2,1,2,1
646,14,651,17,1,0,4,3,9,1,0,0,1
647,0,773,12,0,2,5,5,58,4,1,1,1
648,1,288,17,0,2,4,5,49,4,1,1,1
649,1,873,6,0,2,4,6,25,2,1,3,1
650,1,338,17,0,2,5,7,32,2,1,4,1
651,4,790,17,0,0,4,4,55,4,0,2,1
652,14,622,17,1,5,2,4,9,4,1,3,0
653,0,431,14,0,2,5,6,69,4,1,3,1
654,12,49,21,4,5,6,4,108,4,1,2,1
655,0,702,24,0,2,5,5,78,4,1,0,1
656,8,1023,4,0,7,5,4,70,4,1,0,1
657,4,1026,7,0,0,5,6,22,4,1,2,1
658,5,804,15,0,5,7,4,95,4,1,4,3
659,5,593,14,0,5,6,5,74,4,1,3,2
660,4,417,7,0,0,5,4,42,4,1,3,1
661,0,978,6,0,2,5,4,70,2,1,0,2
662,0,262,21,0,2,5,4,110,4,1,3,2
663,5,651,21,0,5,7,4,108,4,1,2,3
664,8,971,24,0,7,4,6,79,4,1,1,1
665,1,133,3,0,2,3,6,27,4,1,0,0
666,2,422,3,0,2,4,5,34,4,1,2,0
667,10,612,11,2,6,5,4,78,4,1,0,1
668,12,6,2,3,5,5,4,72,4,1,0,0
669,0,749,14,0,2,5,5,78,4,1,4,1
670,8,412,12,0,7,5,6,67,4,1,2,1
671,5,730,14,0,5,5,5,76,4,1,0,1
672,6,651,17,0,5,6,7,5,2,1,1,1
673,5,624,21,0,5,6,4,106,4,1,2,2
674,5,249,8,0,5,6,4,104,4,1,1,1
675,11,384,16,4,2,8,4,106,4,1,2,2
676,4,1053,4,0,0,5,7,13,4,1,2,2
677,0,373,5,0,2,4,4,95,4,1,1,1
678,4,145,3,0,0,3,4,48,4,0,0,0
679,5,275,7,0,5,5,5,78,4,1,3,1
680,4,846,11,0,0,6,4,104,4,1,3,2
681,0,691,20,0,2,5,4,86,4,1,0,1
682,0,439,12,0,2,4,4,64,4,1,2,1
683,5,1017,14,0,5,6,5,87,2,1,2,2
684,0,712,19,0,2,4,5,58,4,1,4,1
685,11,58,0,4,2,6,4,107,4,1,1,1
686,5,244,12,0,5,5,4,67,4,1,4,1
687,9,210,7,0,6,6,4,104,4,1,3,1
688,5,464,5,0,5,7,4,103,4,1,1,2
689,5,416,8,0,5,7,4,105,4,1,0,1
690,0,227,19,0,2,4,4,64,4,1,4,1
691,0,498,19,0,2,3,6,51,4,1,4,1
692,5,509,5,0,5,6,5,99,4,1,0,2
693,6,489,6,0,5,6,4,19,4,1,0,1
694,0,422,5,0,2,6,4,102,4,1,3,1
695,8,498,24,0,7,5,6,77,2,1,1,1
696,1,73,7,0,2,2,5,35,4,1,1,0
697,8,538,8,0,7,6,4,101,4,1,1,1
698,0,370,5,0,2,6,4,106,4,1,0,1
699,5,754,15,0,5,6,4,97,4,1,1,3
700,0,869,7,0,2,8,4,108,4,1,3,3
701,0,497,16,0,2,7,4,105,4,1,3,2
702,0,822,16,0,2,7,4,109,4,1,2,3
703,0,498,12,0,2,4,6,51,4,1,3,1
704,0,611,12,0,2,3,5,72,4,1,3,0
705,5,911,8,0,5,6,4,107,4,1,0,2
706,10,146,6,2,5,4,5,50,4,0,1,1
707,5,367,8,0,5,6,4,100,4,1,3,2
708,1,369,9,0,2,3,5,39,4,0,0,1
709,0,1004,19,0,2,4,3,56,4,1,0,1
710,0,409,21,0,2,7,4,109,4,1,4,2
711,5,444,5,0,5,6,4,107,4,1,1,2
712,3,77,17,0,1,4,6,34,2,1,1,0
713,0,391,12,0,2,4,6,54,4,1,2,1
714,5,697,20,0,5,6,4,94,4,1,2,2
715,10,445,14,2,2,4,4,74,4,1,2,1
716,5,843,4,0,5,5,4,98,4,1,2,2
717,0,453,12,0,2,4,4,61,4,1,4,1
718,11,152,16,4,2,6,4,110,4,1,4,2
719,4,498,12,0,0,5,4,51,4,1,2,1
720,9,984,19,0,6,4,4,76,4,1,1,1
721,1,404,9,0,2,4,1,24,1,1,1,0
722,5,235,12,0,5,4,4,63,4,1,1,1
723,14,1048,8,1,2,4,4,56,4,0,0,1
724,4,114,9,0,0,3,7,26,2,1,4,1
725,3,205,12,0,1,5,5,55,4,1,2,1
726,11,157,16,4,2,7,4,107,4,1,1,2
727,0,963,14,0,2,4,5,78,4,1,2,1
728,9,258,12,0,6,4,4,68,4,1,0,1
729,0,944,5,0,2,7,4,102,4,1,0,2
730,5,855,14,0,5,6,6,81,4,1,3,2
731,5,743,5,0,5,6,4,105,4,1,0,1
732,0,865,14,0,2,5,5,79,4,1,4,2
733,12,28,21,3,5,6,4,100,4,1,4,1
734,11,93,22,4,2,7,4,102,4,1,2,2
735,8,498,12,0,7,5,5,56,4,1,2,1
736,11,70,10,4,2,4,6,77,4,1,1,1
737,0,818,23,0,2,5,4,87,4,1,2,1
738,0,1051,4,0,2,6,6,55,4,1,2,2
739,5,284,8,0,5,5,4,103,4,1,3,2
740,4,498,6,0,0,4,6,43,2,1,3,1
741,0,760,16,0,2,8,4,104,4,1,0,3
742,4,137,9,0,0,3,4,42,4,1,1,1
743,5,596,14,0,5,5,4,73,4,1,0,1
744,0,719,15,0,2,9,4,102,4,1,1,4
745,11,66,12,4,6,6,4,99,4,1,1,1
746,0,480,12,0,2,5,4,64,4,1,3,1
747,0,422,12,0,2,4,4,59,4,1,0,1
748,0,532,7,0,2,4,5,66,4,1,2,1
749,0,641,12,0,2,5,5,60,4,1,2,1
750,4,106,17,0,0,5,7,14,2,1,0,1
751,8,528,11,0,7,5,5,78,4,1,2,1
752,4,664,12,0,0,4,5,46,4,1,2,1
753,0,892,7,0,2,2,4,56,4,1,3,1
754,12,6,2,4,5,5,2,72,4,1,2,0
755,12,6,2,3,5,5,4,73,4,1,0,0
756,0,347,5,0,2,6,4,107,4,1,1,1
757,0,707,12,0,2,5,4,55,4,1,0,1
758,0,250,19,0,2,4,6,63,2,1,1,1
759,0,214,12,0,2,3,5,72,4,1,1,1
760,0,498,12,0,2,4,5,60,4,1,3,1
761,0,433,7,0,2,4,6,66,4,1,1,1
762,0,880,4,0,2,5,6,61,4,1,2,2
763,11,654,24,4,2,7,4,94,4,1,2,3
764,4,829,12,0,0,3,3,24,2,1,3,1
765,0,682,24,0,2,5,5,85,4,1,2,1
766,0,320,12,0,2,5,8,63,2,1,2,1
767,8,255,7,0,7,5,4,77,4,1,4,1
768,8,609,12,0,7,5,7,59,2,1,1,1
769,0,170,19,0,2,4,7,63,2,1,4,1
770,12,0,1,4,5,5,5,81,4,1,3,1
771,5,757,20,0,5,6,4,91,4,1,2,2
772,1,651,17,0,2,3,5,31,4,1,1,0
773,0,422,12,0,2,5,5,60,4,1,3,1
774,0,948,8,0,2,8,4,107,4,1,3,3
775,0,853,6,0,2,4,5,78,4,1,0,2
776,0,859,20,0,2,5,4,105,4,1,0,1
777,0,41,0,0,2,6,4,108,4,1,2,1
778,4,603,17,0,5,4,5,14,4,1,3,1
779,5,755,8,0,5,6,4,105,4,1,1,2
780,6,85,17,0,5,4,4,20,4,0,2,0
781,4,350,9,0,0,5,5,40,4,1,0,1
782,0,831,14,0,2,5,6,82,2,1,1,1
783,4,182,3,0,0,4,3,51,4,1,3,1
784,8,249,8,0,7,7,4,103,4,1,3,1
785,5,409,21,0,5,7,4,109,4,1,3,2
786,4,320,18,0,0,5,4,43,4,1,0,1
787,6,169,9,0,5,5,6,18,4,1,1,1
788,5,671,21,0,5,9,4,109,4,1,3,3
789,0,175,11,0,2,4,4,85,4,1,2,1
790,5,396,5,0,5,6,4,99,4,1,2,1
791,1,202,17,0,2,4,3,14,4,0,3,0
792,4,651,12,0,0,3,3,50,4,0,0,1
793,6,477,12,0,5,4,6,45,4,1,1,1
794,5,779,14,0,5,5,5,77,4,1,1,1
795,5,960,8,0,5,5,4,107,4,1,0,1
796,10,758,7,2,6,5,4,91,2,1,1,1
797,10,732,14,2,2,4,5,77,4,1,1,1
798,4,470,17,0,0,4,4,34,4,1,1,0
799,0,432,21,0,2,7,4,108,4,1,1,2
800,5,221,8,0,5,5,4,105,4,1,2,1
801,0,574,7,0,2,3,4,55,4,1,1,1
802,5,692,8,0,5,5,4,98,4,1,0,1
803,0,791,12,0,2,5,2,71,4,1,1,1
804,12,35,21,4,5,5,4,110,4,1,3,1
805,0,969,16,0,2,8,4,105,4,1,0,3
806,4,725,17,0,0,6,4,104,4,1,2,2
807,10,422,19,2,2,4,4,64,4,1,0,1
808,10,246,12,2,7,4,5,63,4,1,0,1
809,5,949,16,0,5,8,4,109,4,1,2,4
810,9,570,12,0,6,4,4,63,4,1,0,1
811,5,382,16,0,5,8,4,105,4,1,3,3
812,5,559,20,0,5,6,4,105,4,1,4,2
813,5,573,15,0,5,6,4,97,4,1,3,2
814,7,148,17,0,4,5,5,18,4,1,2,1
815,0,380,19,0,2,4,5,64,4,1,3,1
816,0,253,12,0,2,4,5,55,4,1,4,1
817,0,926,23,0,2,7,4,103,4,1,0,3
818,1,75,6,0,2,4,5,17,4,0,1,0
819,14,651,17,1,0,5,6,11,4,0,2,1
820,0,972,22,0,2,6,4,106,4,1,3,2
821,0,699,12,0,2,5,6,71,4,1,4,1
822,5,482,8,0,5,6,4,102,4,1,4,2
823,13,4,10,3,6,4,6,71,4,1,0,0
824,4,239,6,0,0,6,7,22,4,1,1,1
825,11,90,6,4,2,7,4,107,4,1,1,2
826,5,1044,15,0,5,6,5,95,4,1,3,2
827,8,604,14,0,7,5,5,73,4,1,3,1
828,4,338,17,0,0,5,6,20,2,0,1,1
829,4,145,3,0,0,4,3,39,4,1,0,1
830,12,4,10,3,5,3,5,71,4,1,3,0
831,4,914,11,0,0,4,4,94,4,1,3,1
832,0,202,21,0,2,6,4,107,4,1,0,1
833,0,834,7,0,2,5,6,51,4,1,1,2
834,5,920,12,0,5,6,5,67,4,1,0,2
835,0,244,5,0,2,4,4,73,4,1,1,1
836,6,48,17,0,5,5,6,14,4,0,0,1
837,5,329,20,0,5,5,4,95,2,1,1,2
838,1,171,9,0,2,4,5,43,4,1,2,1
839,0,192,19,0,2,4,4,67,4,1,1,1
840,0,407,5,0,2,6,4,107,4,1,0,2
841,5,591,8,0,5,5,4,96,4,1,1,1
842,4,320,18,0,0,5,4,29,4,1,2,1
843,4,141,18,0,0,5,5,29,4,1,3,1
844,0,298,7,0,2,3,5,55,4,1,1,1
845,2,113,17,0,2,5,6,30,2,1,1,1
846,0,557,14,0,2,5,4,75,4,1,3,1
847,0,178,19,0,2,3,4,62,4,1,1,1
848,0,775,17,0,2,4,6,49,4,1,2,1
849,0,228,12,0,2,4,6,59,4,1,1,1
850,0,933,12,0,2,4,6,52,4,1,3,1
851,1,459,7,0,2,3,5,44,4,1,3,1
852,0,886,12,0,2,5,2,69,4,1,3,1
853,5,458,5,0,5,5,4,98,2,1,1,2
854,5,863,23,0,5,6,4,110,4,1,3,2
855,0,277,12,0,2,5,5,49,2,1,3,1
856,1,421,7,0,2,3,6,24,4,1,1,0
857,0,571,7,0,2,2,2,53,4,0,3,0
858,0,602,15,0,2,7,5,96,2,1,2,3
859,0,498,12,0,2,4,5,57,4,1,3,1
860,3,153,3,0,1,4,5,26,4,1,0,1
861,11,36,0,4,2,6,4,106,4,1,0,1
862,0,476,12,0,2,4,4,67,4,1,2,1
863,0,320,12,0,2,4,5,58,2,1,4,1
864,4,135,3,0,0,5,8,40,4,1,3,1
865,5,927,20,0,5,6,4,89,4,1,1,2
866,7,320,18,0,3,4,7,42,4,1,2,1
867,0,792,12,0,2,4,4,60,4,1,4,1
868,7,765,3,0,4,5,5,20,4,0,3,2
869,4,713,12,0,0,4,4,59,4,1,1,1
870,12,33,10,4,5,4,5,78,4,1,0,1
871,5,362,8,0,5,6,4,100,4,1,0,2
872,5,566,15,0,5,6,4,93,4,1,4,1
873,6,523,18,0,5,4,5,25,4,1,2,1
874,11,41,0,4,2,6,4,106,4,1,2,1
875,9,202,5,0,6,4,7,73,2,1,3,1
876,0,374,7,0,2,3,4,50,4,1,3,1
877,0,297,12,0,2,4,5,59,4,1,1,1
878,0,387,12,0,2,4,7,66,4,1,2,1
879,0,605,7,0,2,5,4,54,4,1,2,1
880,0,931,23,0,2,7,4,103,4,1,1,2
881,4,223,3,0,0,4,7,13,4,1,0,1
882,10,183,20,2,2,4,4,80,4,1,3,1
883,0,162,5,0,2,6,4,108,4,1,1,1
884,0,263,8,0,2,6,4,96,4,1,1,1
885,0,531,5,0,2,4,5,70,4,1,0,1
886,12,63,21,4,5,6,4,107,4,1,2,1
887,14,238,17,1,5,4,8,9,2,1,4,1
888,4,209,3,0,0,6,6,29,2,0,3,2
889,0,817,12,0,2,5,6,59,4,1,3,1
890,6,208,6,0,5,5,7,46,4,1,1,2
891,5,884,16,0,5,8,4,109,4,1,3,4
892,5,921,16,0,5,7,4,106,4,1,0,3
893,1,624,7,0,2,4,4,24,4,0,4,0
894,1,548,7,0,2,0,0,26,1,0,3,0
895,0,997,6,0,2,6,7,60,2,1,4,3
896,0,954,23,0,2,7,4,107,4,1,1,2
897,11,121,22,4,2,7,4,101,4,1,3,2
898,11,76,21,4,2,6,4,105,4,1,2,1
899,0,864,16,0,2,8,4,107,4,1,3,3
900,0,438,12,0,2,5,5,66,4,1,2,1
901,0,917,22,0,2,8,4,106,4,1,1,3
902,10,849,19,2,6,3,3,70,4,1,2,1
903,11,41,0,4,2,7,4,105,4,1,4,1
904,0,327,5,0,2,6,4,105,4,1,2,2
905,5,1043,4,0,5,4,4,68,4,1,3,1
906,11,81,5,4,2,5,4,104,4,1,1,1
907,2,789,12,0,2,4,6,50,4,1,3,1
908,5,974,5,0,5,7,4,99,4,1,1,2
909,4,330,9,0,0,2,1,19,1,0,3,0
910,0,202,12,0,2,4,6,51,4,1,1,1
911,0,597,5,0,2,6,4,110,4,1,4,1
912,7,385,17,0,4,6,5,20,4,1,0,1
913,6,1033,4,0,5,6,6,43,2,1,4,2
914,5,420,8,0,5,6,4,99,4,1,0,1
915,6,1029,6,0,5,5,5,22,4,0,1,2
916,11,279,20,4,2,5,4,94,4,1,2,1
917,4,138,17,0,0,6,4,35,4,1,2,1
918,0,914,6,0,2,5,6,57,4,1,0,2
919,0,448,12,0,2,4,6,55,4,1,1,1
920,5,956,5,0,5,5,4,98,4,1,3,2
921,0,866,23,0,2,8,4,109,4,1,4,3
922,5,451,20,0,5,5,4,94,4,1,2,1
923,5,888,12,0,5,6,5,66,4,1,3,2
924,5,942,15,0,5,8,4,100,4,1,4,3
925,8,567,14,0,7,6,5,69,4,1,0,1
926,14,181,7,1,5,4,6,14,4,1,2,1
927,14,222,3,1,1,4,5,42,4,1,2,1
928,8,578,19,0,7,3,8,66,2,1,0,1
929,0,215,12,0,2,4,6,52,4,1,2,1
930,11,88,22,4,2,7,4,89,4,1,2,1
931,5,767,8,0,5,5,4,106,4,1,3,1
932,6,959,6,0,5,5,6,19,4,1,2,1
933,0,735,19,0,2,4,4,69,4,1,0,1
934,0,977,12,0,2,4,5,58,4,1,0,2
935,0,539,21,0,2,7,4,107,4,1,1,1
936,7,144,18,0,3,3,4,16,4,0,0,1
937,5,617,21,0,5,7,4,106,4,1,3,2
938,0,325,5,0,2,4,4,79,4,1,3,1
939,13,10,10,3,6,3,5,71,4,1,1,0
940,12,43,21,4,5,5,4,100,4,1,1,1
941,4,124,17,0,0,6,6,30,4,1,2,1
942,6,498,17,0,5,3,1,9,4,0,0,0
943,0,930,16,0,2,8,4,107,4,1,1,4
944,5,906,8,0,5,5,5,98,4,1,1,1
945,10,319,12,2,2,4,4,60,4,1,0,1
946,0,474,12,0,2,5,6,59,2,1,2,1
947,10,466,7,2,6,5,4,76,4,1,0,1
948,5,702,5,0,5,6,4,102,4,1,2,2
949,0,410,5,0,2,6,4,100,4,1,3,1
950,9,326,5,0,6,4,6,73,4,1,3,1
951,5,383,5,0,5,5,4,106,4,1,0,1
952,0,1058,23,0,2,4,4,49,4,1,4,1
953,1,68,17,0,2,3,3,44,4,0,0,0
954,0,744,12,0,2,5,4,49,4,1,1,1
955,0,320,5,0,2,6,4,105,4,1,4,2
956,12,643,20,4,5,5,5,81,4,1,3,1
957,5,455,5,0,5,6,4,105,4,1,3,1
958,5,475,5,0,5,7,4,103,4,1,2,2
959,10,784,7,2,2,3,3,56,4,0,2,1
960,5,645,5,0,5,7,4,108,4,1,3,2
961,1,514,9,0,2,2,3,26,4,0,0,0
962,0,629,5,0,2,4,5,77,4,1,4,1
963,0,1061,4,0,2,6,4,72,4,1,1,3
964,0,551,20,0,2,6,4,104,4,1,3,1
965,6,529,17,0,5,5,3,2,4,1,1,1
966,0,320,12,0,2,4,4,69,4,1,0,1
967,5,411,8,0,5,6,4,108,4,1,1,1
968,0,672,12,0,2,5,7,59,4,1,2,1
969,11,81,5,4,2,5,4,104,4,1,3,1
970,0,167,23,0,2,7,4,102,4,1,3,2
971,1,386,3,0,1,5,5,20,4,0,3,1
972,4,514,12,0,0,5,6,63,4,1,0,1
973,12,31,21,3,5,7,4,100,4,1,1,1
974,4,352,3,0,0,4,4,49,4,1,2,1
975,5,376,21,0,5,5,4,104,4,1,2,2
976,0,509,12,0,2,5,7,70,4,1,2,1
977,0,552,21,0,2,7,4,105,4,1,1,3
978,5,615,16,0,5,7,4,108,4,1,1,3
979,0,348,7,0,2,4,5,58,4,1,4,1
980,0,349,12,0,2,3,5,58,4,1,2,1
981,0,306,19,0,2,4,7,69,2,1,4,1
982,4,904,14,0,0,6,4,89,2,1,0,2
983,10,677,11,2,2,6,4,89,4,1,0,1
984,6,1001,17,0,5,7,8,3,2,1,3,1
985,0,628,5,0,2,7,4,108,4,1,3,2
986,11,65,0,4,2,6,4,107,4,1,0,2
987,0,202,12,0,2,4,6,52,4,1,4,1
988,0,227,12,0,2,4,6,60,4,1,4,1
989,11,42,0,4,2,6,4,104,4,1,0,2
990,0,582,12,0,2,4,6,66,4,1,1,1
991,8,318,5,0,7,4,7,78,4,1,2,1
992,11,232,16,4,2,5,4,106,4,1,1,1
993,0,79,21,0,2,6,4,110,4,1,4,2
994,1,67,7,0,2,4,7,26,4,1,3,0
995,4,811,17,0,0,4,5,44,4,1,1,1
996,4,135,3,0,0,3,5,39,4,1,3,1
997,10,1010,19,2,0,4,4,78,4,1,1,1
998,1,1005,9,0,2,2,3,38,4,1,2,0
999,10,742,12,2,5,4,4,70,4,1,3,2
1000,5,777,15,0,5,7,4,99,4,1,0,2
1001,1,122,17,0,2,5,7,34,4,1,0,1
1002,14,965,6,1,2,4,4,54,4,1,0,1
1003,1,108,3,0,2,2,1,43,3,1,4,0
1004,0,729,23,0,2,5,4,89,4,1,3,1
1005,8,295,12,0,7,4,5,60,2,1,0,1
1006,11,34,4,0,2,5,4,97,4,1,2,1
1007,12,6,2,3,5,5,4,72,4,1,2,0
1008,10,649,19,2,2,3,4,68,4,1,0,0
1009,12,24,16,3,5,6,4,104,4,1,2,1
1010,0,518,5,0,2,6,4,103,4,1,3,2
1011,0,1018,14,0,2,6,6,69,4,1,0,2
1012,0,285,5,0,2,3,4,95,4,1,1,1
1013,0,398,7,0,2,3,2,57,4,1,3,1
1014,0,915,14,0,2,6,6,85,4,1,0,2
1015,5,771,14,0,5,6,5,78,4,1,1,1
1016,0,946,12,0,2,4,4,58,4,1,0,1
1017,11,37,0,4,2,6,4,106,4,1,0,2
1018,5,798,11,0,5,5,4,102,4,1,3,2
1019,5,550,20,0,5,7,4,93,4,1,0,2
1020,1,120,7,0,2,4,5,29,4,0,2,0
1021,4,233,7,0,0,4,2,49,4,1,0,0
1022,5,351,5,0,5,5,4,106,4,1,3,1
1023,8,733,7,0,7,5,6,60,4,1,2,1
1024,0,237,11,0,2,3,5,83,4,1,1,1
1025,0,241,12,0,2,4,4,54,4,1,2,1
1026,0,590,20,0,2,6,4,91,4,1,1,1
1027,5,600,14,0,5,6,4,89,4,1,4,1
1028,0,700,5,0,2,8,4,103,4,1,1,2
1029,0,263,12,0,2,4,5,62,4,1,2,1
1030,0,461,12,0,2,3,4,71,4,1,0,1
1031,0,353,21,0,2,7,4,110,4,1,3,2
1032,0,731,16,0,2,7,4,108,4,1,4,3
1033,1,402,17,0,2,4,5,31,4,1,4,1
1034,11,158,22,0,2,7,4,86,4,1,0,2
1035,9,378,12,0,6,5,6,64,2,1,4,1
1036,9,419,20,0,6,5,5,93,4,1,4,1
1037,6,900,7,0,5,5,6,38,4,1,2,2
1038,0,1002,7,0,2,4,3,60,4,1,0,1
1039,5,805,15,0,5,7,4,96,4,1,1,2
1040,13,8,10,3,6,3,6,73,2,1,2,0
1041,4,721,7,0,0,4,3,50,4,1,3,1
1042,6,583,17,0,5,6,5,25,4,1,4,1
1043,1,149,6,0,2,4,6,41,2,1,1,1
1044,5,495,5,0,5,7,4,108,4,1,1,2
1045,14,888,17,1,5,4,4,9,4,0,1,0
1046,0,484,5,0,2,4,5,96,4,1,2,1
1047,0,227,21,0,2,6,4,105,4,1,3,1
1048,5,293,5,0,5,6,4,104,4,1,2,2
1049,0,580,5,0,2,6,4,100,4,1,0,2
1050,1,651,17,0,2,4,5,24,4,1,0,1
1051,5,670,15,0,5,7,4,101,4,1,1,2
1052,0,685,12,0,2,6,4,69,4,1,4,2
1053,6,161,7,0,5,5,5,29,2,0,3,1
1054,0,409,12,0,2,3,5,72,4,1,1,1
1055,13,2,10,4,6,3,5,73,4,1,4,0
1056,5,353,21,0,5,6,4,110,4,1,3,2
1057,4,556,17,0,0,4,5,43,4,1,1,1
1058,5,706,16,0,5,8,4,109,4,1,3,3
1059,5,816,8,0,5,6,4,104,4,1,1,2
1060,0,980,12,0,2,5,5,67,4,1,4,1
1061,1,87,17,0,2,3,5,46,2,1,4,0
1062,5,277,8,0,5,5,4,96,4,1,2,1
1063,0,705,22,0,2,7,4,106,4,1,0,3
